,0,1,2,3,4,5,6,7
362,PNB,43.10,-1.26,77114306,43.10,43.15,11293.00,421853.00
363,PNB Housing Fin,839.45,10.00,1017983,839.45,0.00,150078.00,0.00
364,PNC Infratech,262.70,1.33,646101,262.15,262.40,13.00,18.00
365,Poly Medicure,1007.00,-0.23,15822,1006.25,1007.40,18.00,8.00
366,Polycab,1700.00,1.26,138836,1698.85,1700.00,32.00,792.00
367,Power Finance,121.50,0.62,3937241,121.45,121.50,2187.00,1482.00
368,Power Grid Corp,226.20,-0.09,1154308,226.05,226.10,1250.00,1690.00
369,Praj Industries,355.55,-2.62,946745,355.50,355.55,138.00,2.00
370,Prestige Estate,288.95,0.43,415165,288.80,289.00,12.00,125.00
371,Prism Johnson,136.70,-0.15,101396,136.65,136.90,35.00,10.00
372,Procter&Gamble,5825.00,-0.22,3528,5825.00,5827.70,304.00,5.00
373,PTC India,91.30,-0.60,186466,91.20,91.30,133.00,334.00
374,PVR,1367.65,1.00,575536,1367.70,1368.00,167.00,315.00
375,Quess Corp,700.80,-2.24,242658,699.50,700.00,1.00,6.00
376,Radico Khaitan,654.65,1.49,461916,654.40,655.00,1.00,597.00
377,Rail Vikas,29.70,-0.17,813611,29.70,29.75,2929.00,23368.00
378,Rain Industries,178.35,-1.52,856809,178.15,178.35,56.00,1766.00
379,Rajesh Exports,533.35,1.78,179597,533.00,533.50,48.00,2.00
380,Rallis India,318.00,-0.66,427764,316.55,316.85,41.00,86.00
381,Ramco Cements,978.90,-0.71,417491,978.85,979.20,5.00,31.00
382,Rashtriya Chem,82.30,0.06,744512,82.30,82.35,12143.00,7326.00
383,Ratnamani Metal,2030.50,1.33,64486,2027.40,2030.50,8.00,5.00
384,Raymond,396.50,0.18,572144,396.15,396.50,7.00,287.00
385,RBL Bank,216.80,-0.98,4383742,216.65,216.70,3261.00,583.00
386,REC,149.10,0.61,3125254,149.05,149.15,42.00,722.00
387,Redington,245.75,1.95,702054,245.60,245.65,12.00,1.00
388,Relaxo Footwear,1086.00,0.59,86743,1086.00,1086.30,3.00,24.00
389,Reliance,2186.90,-1.07,2836735,2186.00,2186.05,206.00,1.00
390,Repco Home,372.90,-0.15,135588,372.70,373.35,54.00,2.00
391,RITES,248.60,0.24,105262,248.55,248.60,1012.00,3.00
392,Sadbhav Engg,69.55,-0.14,170609,69.55,69.65,235.00,669.00
393,SAIL,121.70,-0.57,8805747,121.65,121.70,13876.00,162.00
394,Sanofi India,7752.60,-0.16,1873,7751.15,7758.95,6.00,1.00
395,SBI,435.20,-1.00,17639420,435.20,435.30,605.00,4048.00
396,SBI Life Insura,987.00,0.02,518046,987.00,987.05,2296.00,253.00
397,Schaeffler Ind,5200.00,-0.29,1740,5198.15,5203.25,8.00,2.00
398,Schneider Infra,123.60,0.08,299064,123.25,123.35,110.00,49.00
399,Sequent Scienti,264.10,0.08,127618,263.85,264.10,24.00,112.00
400,Sheela Foam,2227.25,9.37,308063,2228.00,2230.00,142.00,1104.00
401,Shipping Corp,115.25,-0.22,780017,115.35,115.40,200.00,708.00
402,Shoppers Stop,241.15,0.84,223329,241.15,241.50,72.00,12.00
403,Shree Cements,28125.00,-0.80,11660,28120.60,28135.55,1.00,17.00
404,Shree Renuka,16.35,4.81,1094011,16.35,0.00,21944196.00,0.00
405,Shriram City,1668.00,0.08,7387,1667.00,1668.00,5.00,17.00
406,Shriram Trans,1412.10,-0.35,590551,1412.70,1413.10,1725.00,79.00
407,Siemens,2140.40,-0.11,380853,2138.00,2138.75,5.00,6.00
408,SIS,434.85,-1.83,156799,435.00,435.35,74.00,74.00
409,SJVN,27.50,-0.18,681608,27.50,27.55,78695.00,3924.00
410,SKF India,2436.90,0.78,5262,2436.10,2436.85,22.00,4.00
411,Sobha,510.50,-0.66,103812,510.20,510.50,213.00,9.00
412,Solar Ind,1563.85,-0.91,26927,1562.80,1564.60,5.00,3.00
413,Sonata,714.50,4.92,255449,714.50,714.80,88.00,14.00
414,South Ind Bk,10.25,-0.49,4507339,10.20,10.25,552457.00,710039.00
415,Spandana Sphoor,691.25,1.05,2198082,692.15,692.90,70.00,12.00
416,SpiceJet,79.85,2.37,3828292,79.75,79.85,1336.00,1844.00
417,SRF,6594.10,0.08,29333,6591.65,6595.00,1.00,3.00
418,Star Cement,109.75,0.32,116089,109.75,109.90,236.00,441.00
419,Sterling & Wils,242.15,0.56,486662,241.75,241.85,90.00,99.00
420,Sterlite Techno,264.00,3.69,1194164,263.75,263.90,39.00,100.00
421,Strides Pharma,794.80,1.37,303097,794.05,794.15,261.00,19.00
422,Sudarshan Chem,704.00,2.08,1023524,703.05,703.70,8.00,58.00
423,SUMITOMO,356.55,-2.38,427675,356.30,356.50,64.00,28.00
424,Sun Pharma,678.00,0.29,1453370,677.25,677.40,311.00,1.00
425,Sun Pharma Adv,223.70,-1.43,321448,223.45,223.75,40.00,98.00
426,Sun TV Network,524.80,-0.30,566608,524.35,524.50,2.00,69.00
427,Sundaram Fin,2545.20,0.68,23530,2545.75,2548.65,23.00,8.00
428,Sundram,823.00,4.52,269092,823.35,824.15,5.00,9.00
429,Sunteck Realty,300.80,0.25,380295,300.80,301.05,66.00,10.00
430,Suprajit Eng,281.00,-0.55,50276,281.00,281.30,150.00,38.00
431,Supreme Ind,2252.00,-0.56,20178,2254.85,2255.80,42.00,5.00
432,Suzlon Energy,7.20,3.55,123107702,7.25,7.30,371730.00,3472283.00
433,Swan Energy,135.85,-0.29,31988,135.75,135.90,1.00,4.00
434,Symphony,1072.90,-0.14,64577,1072.00,1072.05,78.00,1.00
435,Syngene Intl,588.40,-0.18,41845,588.20,588.40,23.00,32.00
436,Take Solutions,65.95,-0.38,407609,65.75,65.80,2310.00,430.00
437,Tasty Bite,15561.35,-0.49,249,15561.30,15580.00,3.00,1.00
438,Tata Comm,1131.00,0.86,107243,1131.00,1131.70,18.00,29.00
439,TATA Cons. Prod,686.20,0.81,1251670,685.50,685.85,31.00,54.00
440,Tata Elxsi,3568.00,-0.08,29771,3565.90,3568.90,8.00,11.00
441,Tata Inv Corp,1096.10,0.89,31563,1096.10,1097.35,468.00,9.00
442,Tata Motors,325.95,0.11,12568216,325.90,326.00,3906.00,18054.00
443,Tata Power,107.40,-1.20,7860214,107.30,107.35,2770.00,10788.00
444,Tata Steel,1111.00,-0.99,3457996,1110.85,1111.00,56.00,155.00
445,Tata Steel BSL,94.20,-0.89,1783356,94.25,94.30,255.00,32.00
446,TCI Express,1458.10,-1.78,61909,1458.10,1459.05,8.00,5.00
447,TCNS Clothing C,544.05,0.73,10235,544.00,544.65,17.00,2.00
448,TCS,3148.00,0.25,861179,3148.70,3149.00,2.00,98.00
449,TeamLease Ser.,3407.30,-1.24,5793,3406.15,3410.55,1.00,4.00
450,Tech Mahindra,1021.00,0.72,925741,1021.65,1021.90,39.00,21.00
451,Thermax,1508.60,0.51,24629,1511.05,1512.95,19.00,4.00
452,Thyrocare Techn,1047.90,0.16,150449,1045.25,1047.15,4.00,10.00
453,Time Techno,85.40,-0.99,269914,85.35,85.50,517.00,1332.00
454,Timken,1315.75,-0.54,9021,1315.75,1316.80,1.00,2.00
455,Titan Company,1677.60,-0.94,1584520,1675.55,1676.35,94.00,33.00
456,TML-D,148.85,-0.13,705514,148.70,148.90,1989.00,2327.00
457,Torrent Pharma,2795.90,0.75,59361,2794.20,2795.90,15.00,14.00
458,Torrent Power,432.30,-1.62,242718,432.25,432.45,136.00,2.00
459,Trent,851.45,-0.39,89489,851.45,851.50,266.00,2.00
460,Trident,15.95,-1.24,3732206,15.90,15.95,236459.00,192773.00
461,TTK Prestige,8850.00,0.03,5678,8849.50,8850.00,44.00,7.00
462,Tube Investment,1196.95,0.24,16626,1196.85,1196.95,34.00,32.00
463,TV TodayNetwork,311.50,-0.81,61987,311.50,311.75,41.00,3.00
464,TV18 Broadcast,42.30,1.08,6310029,42.25,42.30,13809.00,2293.00
465,TVS Motor,621.75,-0.58,908289,621.25,621.60,6.00,221.00
466,UCO Bank,13.25,-1.12,3522094,13.20,13.25,272315.00,81159.00
467,Uflex,439.75,-0.08,45307,439.20,439.85,1.00,15.00
468,Ujjivan Financi,216.50,0.37,118509,216.20,216.50,234.00,584.00
469,Ujjivan Small,30.15,-0.33,1251876,30.10,30.15,75270.00,2123.00
470,UltraTechCement,6634.25,-0.12,90647,6633.75,6634.25,3.00,17.00
471,Union Bank,35.20,-0.71,7143064,35.15,35.20,38622.00,60509.00
472,United Brewerie,1372.10,8.16,2839198,1370.05,1370.70,10.00,242.00
473,United Spirits,633.10,3.03,2391518,632.70,632.80,42.00,185.00
474,UPL,837.30,-0.43,2425885,836.65,836.75,118.00,169.00
475,V-Guard Ind,261.10,0.58,1038778,261.20,261.40,43.00,40.00
476,V-Mart Retail,2781.95,0.13,3746,2781.50,2785.35,1.00,1.00
477,Vaibhav Global,825.55,0.04,64759,822.30,822.35,65.00,3.00
478,Vakrangee,45.05,2.96,5626202,45.15,45.20,2032.00,2874.00
479,Vardhman Text,1311.50,0.69,26342,1311.05,1311.50,4.00,6.00
480,Varroc Engineer,434.85,1.14,77394,434.70,435.00,3.00,8.00
481,Varun Beverages,1054.30,2.63,310337,1054.30,1054.90,1.00,120.00
482,Vedanta,272.05,-1.80,3301134,272.30,272.45,986.00,77.00
483,Venkys,2698.05,-0.33,38882,2695.15,2697.90,8.00,5.00
484,Vesuvius India,1096.00,0.34,20125,1096.05,1099.00,1.00,55.00
485,Vinati Organics,1783.15,-0.06,19225,1780.35,1782.35,2.00,6.00
486,VIP Industries,389.70,0.62,198688,389.50,389.80,50.00,26.00
487,Vodafone Idea,9.60,2.67,191411707,9.60,9.65,3422064.00,2799516.00
488,Voltas,1100.10,-1.12,1609349,1099.05,1099.35,3.00,141.00
489,VRL Logistics,254.95,-2.06,77803,254.65,254.95,96.00,34.00
490,VST,3331.30,-0.06,6414,3326.50,3331.80,4.00,4.00
491,WABCO India,6871.00,0.25,1713,6857.80,6866.30,1.00,2.00
492,Welspun Corp,147.65,-0.74,382269,147.65,147.80,1428.00,39.00
493,Welspun India,93.05,-1.12,697390,93.05,93.20,5081.00,684.00
494,Westlife Dev,483.85,0.08,22023,483.10,483.50,10.00,29.00
495,Whirlpool,2205.25,0.37,29440,2205.05,2205.55,6.00,1.00
496,Wipro,542.65,0.68,2391909,542.65,542.70,54.00,5.00
497,Wockhardt,658.55,0.62,435790,658.50,659.20,79.00,40.00
498,Zee Entertain,218.25,-0.61,10979814,218.20,218.25,563.00,1269.00
499,Zensar Tech,287.40,0.75,81874,287.35,287.60,146.00,84.00
500,Company,LTP,%Change,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty
