,0,1,2,3,4,5,6,7
33,Asian Paints,2924.90,-0.36,1509084,2924.90,0.00,119,0
34,Aster DM Health,150.30,2.52,1192593,150.30,0.00,1914,0
35,Astral Ltd,1897.80,0.31,205324,1897.80,0.00,28,0
36,AstraZeneca,3793.95,0.78,89378,0.00,3793.95,0,8
37,Atul,8603.20,0.55,85212,0.00,8603.20,0,2
38,AU Small Financ,1001.95,-0.47,697026,1001.95,0.00,1430,0
39,Aurobindo Pharm,959.05,-0.91,1524773,0.00,959.05,0,3510
40,Avanti Feeds,596.55,-1.78,559558,0.00,596.55,0,1
41,Avenue Supermar,3197.00,0.13,393038,0.00,3197.00,0,122
42,Axis Bank,742.05,-1.15,10336011,0.00,742.05,0,2820
43,Bajaj Auto,4250.05,-0.55,374317,4250.05,0.00,2,0
44,Bajaj Consumer,293.30,2.55,1213823,293.30,0.00,988,0
45,Bajaj Electric,1060.55,-0.86,177809,0.00,1060.55,0,2384
46,Bajaj Finance,5993.45,1.56,2445367,0.00,5993.45,0,1569
47,Bajaj Finserv,12155.65,2.84,410769,0.00,12155.65,0,112
48,Bajaj Holdings,3527.35,-0.04,69042,3527.35,0.00,122,0
49,Balkrishna Ind,2213.20,-0.26,292045,2213.20,0.00,26,0
50,Balmer Lawrie,137.00,-0.15,331603,0.00,137.00,0,3441
51,Balrampur Chini,317.00,1.33,1348195,317.00,0.00,64201,0
52,Bandhan Bank,314.85,-0.90,5654513,314.85,0.00,749,0
53,Bank of Baroda,81.85,0.06,38123227,81.85,0.00,32377,0
54,Bank of India,82.40,2.74,44924053,82.40,0.00,30289,0
55,Bank of Mah,29.05,13.04,115224195,29.05,0.00,61633,0
56,BASF,2499.65,-1.04,33251,2499.65,0.00,36,0
57,Bata India,1558.95,0.53,219389,0.00,1558.95,0,9
58,Bayer CropScien,5300.15,0.02,18542,5300.15,0.00,13,0
59,BEML,1346.15,3.19,1519294,0.00,1346.15,0,446
60,Berger Paints,796.35,-0.52,620631,0.00,796.35,0,409
61,Bharat Dynamics,365.20,-0.81,153119,365.20,0.00,111,0
62,Bharat Elec,152.80,1.06,7858061,0.00,152.80,0,3157
63,Bharat Forge,750.90,7.90,22014361,0.00,750.90,0,2893
64,Bharat Rasayan,12997.10,0.29,2379,0.00,0.00,0,0
65,Bharti Airtel,532.70,0.12,4788898,0.00,532.70,0,364
66,BHEL,73.90,2.14,90382724,73.90,0.00,300,0
67,Biocon,384.90,-0.05,1481960,384.90,0.00,1137,0
68,Birla Corp,1224.90,-2.62,140824,1224.90,0.00,172,0
69,Birlasoft,333.30,1.65,2187151,333.30,0.00,5025,0
70,Bliss GVS,113.10,1.75,645620,113.10,0.00,810,0
71,Blue Dart,6035.00,-0.41,11130,6035.00,0.00,3,0
72,Blue Star,827.25,-1.27,111181,827.25,0.00,222,0
73,Bombay Burmah,1282.30,-0.79,52137,0.00,1282.30,0,228
74,Bombay Dyeing,81.70,-1.09,2062027,0.00,81.70,0,23126
75,Bosch,15636.85,0.55,37524,0.00,15636.85,0,2
76,BPCL,478.25,0.92,8879733,478.25,0.00,5916,0
77,Brigade Ent,268.45,-0.33,142408,268.45,0.00,5,0
78,Britannia,3489.30,-0.20,312826,3489.30,0.00,93,0
79,BSE Limited,928.95,-0.18,603089,0.00,928.95,0,3239
80,Cadila Health,636.50,0.33,5495252,636.50,0.00,151,0
81,Can Fin Homes,550.60,1.57,1293219,550.60,0.00,124,0
82,Canara Bank,161.10,-1.32,13841718,161.10,0.00,8861,0
83,Caplin Labs,598.20,0.03,141398,0.00,598.20,0,209
84,Capri Global,521.00,1.87,120922,0.00,521.00,0,277
85,Carborundum,589.80,0.85,108557,0.00,589.80,0,37
86,CARE Ratings,573.30,0.69,208887,573.30,0.00,75,0
87,Castrol,141.05,5.30,16985452,0.00,141.05,0,1531
88,CCL Products,364.10,-1.90,308406,364.10,0.00,443,0
89,CDSL,973.55,0.68,705654,973.55,0.00,103,0
90,Ceat,1330.05,-0.88,121782,0.00,0.00,0,0
91,Central Bank,21.30,2.65,37587230,21.30,0.00,49112,0
92,Century,508.90,0.87,312442,0.00,508.90,0,369
93,CenturyPlyboard,405.05,-1.51,152549,405.05,0.00,1,0
94,Cera Sanitary,4057.05,0.06,3674,4057.05,0.00,66,0
95,CESC,699.10,1.13,480139,0.00,699.10,0,3784
96,CG Consumer,400.05,-2.43,1958545,400.05,0.00,434,0
97,Chambal Fert,289.45,0.59,680970,0.00,0.00,0,0
98,Chennai Petro,136.15,1.83,1971306,0.00,136.15,0,6963
99,Chola Fin Hold,679.75,0.83,135375,0.00,679.75,0,47
100,Chola Invest.,570.70,0.18,2270508,570.70,0.00,305,0
101,Cipla,946.40,-0.20,3057699,946.40,0.00,496,0
102,City Union Bank,165.95,-0.78,1899228,165.95,0.00,1912,0
103,Coal India,153.10,2.72,29422387,153.10,0.00,10746,0
104,Cochin Shipyard,381.95,-0.48,249856,381.95,0.00,1574,0
105,COFORGE LTD.,3694.10,1.36,663470,0.00,3694.10,0,979
106,Colgate,1696.65,-1.04,361378,1696.65,0.00,97,0
107,Container Corp,713.55,0.81,2180533,0.00,713.55,0,6332
108,Coromandel Int,832.20,2.68,991173,832.20,0.00,3,0
109,CreditAccess Gr,737.45,6.88,713042,737.45,0.00,973,0
110,CRISIL,2018.55,-1.19,47212,0.00,0.00,0,0
111,CSB Bank,322.45,-1.63,304485,322.45,0.00,179,0
112,Cummins,810.70,0.20,1613019,810.70,0.00,44,0
113,Cyient,803.95,0.11,100782,0.00,803.95,0,35
114,Dabur India,544.05,0.60,1964169,544.05,0.00,327,0
115,Dalmia Bharat,1791.05,0.16,144927,0.00,1791.05,0,4
116,DB Corp,95.40,1.49,275529,95.40,0.00,1300,0
117,DCB Bank,104.25,0.05,1406744,104.25,0.00,1669,0
118,DCM Shriram,707.25,-1.95,140552,707.25,0.00,1007,0
119,Deepak Nitrite,1731.65,-0.49,886686,1731.65,0.00,578,0
120,Delta Corp,185.25,4.25,7380067,0.00,185.25,0,14531
121,Dhani Services,186.20,4.99,758682,186.20,0.00,91854,0
122,Dhanuka Agritec,931.65,-1.12,99573,931.65,0.00,143,0
123,Dilip Buildcon,552.70,-1.82,309154,552.70,0.00,622,0
124,Dish TV,15.95,4.59,25294891,0.00,15.95,0,407607
125,Dishman Carboge,210.95,-0.02,536017,0.00,210.95,0,78
126,Divis Labs,4261.60,0.69,389667,4261.60,0.00,358,0
127,Dixon Technolog,4287.25,-0.86,261199,4287.25,0.00,11,0
128,DLF,296.95,-0.24,7966626,296.95,0.00,1440,0
129,Dr Lal PathLab,2868.10,-1.07,170646,0.00,2868.10,0,24
130,Dr Reddys Labs,5255.00,-0.52,401531,5255.00,0.00,98,0
131,eClerx Services,1267.65,-0.08,57771,0.00,1267.65,0,78
132,Edelweiss,70.80,4.97,4380711,70.80,0.00,1086322,0
133,Eicher Motors,2744.60,-0.84,621362,0.00,2744.60,0,1014
134,EID Parry,419.55,-0.84,318661,419.55,0.00,3343,0
135,EIH,116.65,5.52,6580861,0.00,116.65,0,144
136,Elgi Equipments,213.00,0.80,109112,213.00,0.00,243,0
137,Emami,538.60,-1.82,752789,0.00,538.60,0,309
138,Endurance Techn,1498.35,-0.22,99760,0.00,1498.35,0,14
139,EngineersInd,84.25,-0.77,2557421,84.25,0.00,3259,0
140,EPL,246.55,-1.54,397989,246.55,0.00,274,0
141,Equitas Holding,91.25,1.11,2000464,0.00,91.25,0,530
142,Eris Life,718.55,3.01,327154,0.00,718.55,0,263
143,Esab India,1833.15,1.17,3177,0.00,1833.15,0,35
144,Escorts,1218.95,0.24,2445770,0.00,1218.95,0,61
145,Exide Ind,193.55,0.36,2148874,0.00,193.55,0,74
146,FDC,336.90,-0.01,202412,0.00,336.90,0,19
147,Federal Bank,87.85,-0.17,13270504,0.00,87.85,0,7474
148,Fine Organics,3000.85,0.43,31453,0.00,3000.85,0,6
149,Finolex Cables,481.05,5.21,1915604,481.05,0.00,7578,0
150,Finolex Ind,168.10,-0.94,477641,168.10,0.00,400,0
151,Firstsource Sol,148.20,-0.34,3654301,148.20,0.00,5461,0
152,Fortis Health,226.95,-0.13,6764676,0.00,226.95,0,8220
153,Future Consumer,8.35,7.05,66694660,8.35,0.00,76738,0
154,Future Retail,55.10,4.95,8737147,55.10,0.00,120728,0
155,GAIL,162.00,0.59,13451403,162.00,0.00,190,0
156,Galaxy Surfacta,2974.95,-0.36,38986,0.00,2974.95,0,5
157,Garden Reach Sh,184.85,-0.46,236654,184.85,0.00,1402,0
158,Garware Technic,2892.80,1.09,9996,2892.80,0.00,2,0
159,GE Power India,307.75,5.32,1722528,307.75,0.00,92,0
160,GE Shipping,423.95,-1.65,341979,423.95,0.00,583,0
161,GE T&D India,138.05,4.11,386161,138.05,0.00,7159,0
162,General Insuran,200.65,0.33,944342,0.00,200.65,0,131
163,Gillette India,5658.45,0.61,8342,0.00,5658.45,0,4
164,GlaxoSmithKline,1507.60,-0.86,16615,1507.60,0.00,41,0
165,Glenmark,614.40,-0.33,2051532,614.40,0.00,1412,0
166,GMM Pfaudler,4844.45,-1.36,53424,4844.45,0.00,48,0
167,GMR Infra,26.20,0.19,6786107,26.20,0.00,33942,0
168,GNFC,385.15,-0.56,406346,385.15,0.00,29,0
169,Godfrey Phillip,936.05,2.49,279243,0.00,936.05,0,353
170,Godrej Agrovet,563.20,-0.04,100313,0.00,563.20,0,553
171,Godrej Consumer,852.55,-1.37,1553693,852.55,0.00,196,0
172,Godrej Ind,525.90,-0.23,119899,525.90,0.00,3,0
173,Godrej Prop,1408.95,0.17,663211,1408.95,0.00,665,0
174,Granules India,327.85,1.39,4146489,0.00,327.85,0,8400
175,Graphite India,757.70,-0.54,879460,757.70,0.00,4279,0
176,Grasim,1503.25,3.05,2556166,1503.25,0.00,9251,0
177,Greaves Cotton,129.20,0.94,1226382,0.00,129.20,0,1539
178,Grindwell Norto,1202.15,-0.19,73836,0.00,0.00,0,0
179,GSFC,111.75,2.52,3529911,0.00,111.75,0,7316
180,Guj Alkali,404.15,-0.71,270412,0.00,404.15,0,1205
181,Guj Heavy Chem,273.05,2.27,373340,273.05,0.00,444,0
182,Guj Mineral,74.75,1.77,2350791,0.00,74.75,0,21224
183,Guj State Petro,308.10,7.48,13041860,0.00,308.10,0,14941
184,Gujarat Fluoro,1038.70,3.40,959494,1038.70,0.00,626,0
185,Gujarat Gas,589.75,1.55,2600687,0.00,589.75,0,1667
186,Gujarat Pipavav,103.65,-1.29,1178742,103.65,0.00,549,0
187,Gulf Oil Lubric,699.25,0.03,190585,699.25,0.00,100,0
188,Hathway Cable,25.90,0.78,6294542,0.00,25.90,0,5469
189,Hatsun Agro,857.05,0.04,27698,857.05,0.00,5,0
190,Havells India,1056.80,-1.47,1390616,1056.80,0.00,146,0
191,HCL Tech,936.55,-0.31,3550303,936.55,0.00,371,0
192,HDFC,2619.05,1.36,3593742,0.00,2619.05,0,905
193,HDFC AMC,3067.60,0.54,223282,3067.60,0.00,70,0
194,HDFC Bank,1500.95,-1.29,4712238,1500.95,0.00,1502,0
195,HDFC Life,680.90,0.36,2532605,0.00,680.90,0,4534
196,HEG,2248.95,1.52,452895,0.00,0.00,0,0
197,Heidelberg Cem,250.10,-0.93,553324,250.10,0.00,861,0
198,Heritage Foods,400.60,6.15,1680721,400.60,0.00,692,0
199,Hero Motocorp,3048.40,1.33,1023321,3048.40,0.00,205,0
200,Hexaware Tech,470.80,0.00,268017,0.00,470.80,0,620
201,HFCL,46.25,0.22,13759552,0.00,46.25,0,24466
202,Himadri Special,51.15,-1.06,5466111,0.00,51.15,0,225
203,Himatsingka Sei,168.05,-0.71,157847,168.05,0.00,126,0
204,Hind Copper,159.00,-1.76,5857184,0.00,159.00,0,1771
205,Hind Zinc,333.70,2.77,3080244,0.00,333.70,0,7
206,Hindalco,395.05,-1.04,10040657,395.05,0.00,75,0
207,Hindustan Aeron,1062.45,1.27,546453,1062.45,0.00,124,0
208,Honeywell Autom,41927.15,-0.04,2133,41927.15,0.00,1,0
209,HPCL,298.80,3.88,14910156,298.80,0.00,3272,0
210,HUDCO,51.05,2.41,10160167,51.05,0.00,416,0
211,HUL,2342.05,-0.90,1283795,2342.05,0.00,61,0
212,ICICI Bank,642.70,-1.16,15111572,642.70,0.00,2614,0
213,ICICI Lombard,1447.50,-1.85,1058971,1447.50,0.00,4775,0
214,ICICI Prudentia,578.25,1.50,2107895,0.00,578.25,0,3390
215,ICICI Securitie,593.70,-1.54,759152,0.00,593.70,0,1030
216,ICRA,3202.15,-0.96,9378,0.00,0.00,0,0
217,IDBI Bank,39.35,1.42,29380737,0.00,39.35,0,69071
218,IDFC,57.10,0.44,3876999,0.00,57.10,0,544
219,IDFC First Bank,59.80,-1.40,27777406,59.80,0.00,11519,0
220,IEX,355.00,-0.56,1715817,0.00,355.00,0,1293
221,IFB Industries,1117.90,-2.77,81127,1117.90,0.00,7,0
222,IFCI,12.85,-1.53,5942398,0.00,12.85,0,30355
223,IGL,524.20,-0.43,3250757,524.20,0.00,1437,0
224,IIFL Finance,266.05,2.11,259151,0.00,266.05,0,1092
225,India Cements,189.10,0.00,3656306,0.00,189.10,0,20861
226,India Tourism D,393.50,1.75,211415,393.50,0.00,265,0
227,Indiabulls Hsg,261.35,14.23,67011564,261.35,0.00,159109,0
228,Indiabulls Real,112.75,6.12,27880963,0.00,112.75,0,72043
229,Indiamart Inter,6930.25,0.51,212185,6930.25,0.00,8,0
230,Indian Bank,143.40,-2.18,3813824,143.40,0.00,649,0
231,Indian Hotels,136.80,1.03,19930452,136.80,0.00,4837,0
232,Indoco Remedies,391.60,-0.22,248802,391.60,0.00,573,0
233,Indostar Capita,392.90,3.97,1139364,392.90,0.00,7127,0
234,INDUS TOWERS,248.15,0.71,2550954,0.00,248.15,0,400
235,IndusInd Bank,1009.30,0.35,4323154,1009.30,0.00,740,0
236,Infibeam Avenue,49.90,-2.63,7069296,49.90,0.00,14081,0
237,Info Edge,4571.40,-0.18,430604,0.00,4571.40,0,275
238,Infosys,1385.65,-0.29,4194328,1385.65,0.00,13,0
239,Ingersoll Rand,981.00,3.04,140148,0.00,981.00,0,46
240,INOX Leisure,317.35,0.13,222119,0.00,317.35,0,182
241,Intellect Desig,735.40,-2.25,238832,0.00,735.40,0,565
242,Interglobe Avi,1754.45,-0.58,423366,1754.45,0.00,410,0
243,IOB,19.25,10.00,114573970,19.25,0.00,6335,0
244,IOC,114.60,1.91,28329820,0.00,114.60,0,18354
245,Ipca Labs,2058.85,-1.41,204526,2058.85,0.00,13,0
246,IRB Infra,125.30,-2.60,3861759,0.00,125.30,0,3832
247,Ircon Internati,47.20,0.53,1744932,0.00,47.20,0,569
248,IRCTC,1921.70,-0.01,359621,1921.70,0.00,67,0
249,ITC,208.75,-0.14,30126021,208.75,0.00,45922,0
250,ITI,124.10,2.43,2486559,124.10,0.00,5393,0
251,IWML,1179.50,0.58,26220,0.00,1179.50,0,143
252,J. K. Cement,2838.45,-0.19,130171,0.00,0.00,0,0
253,JagranPrakashan,60.95,2.87,1153625,60.95,0.00,5,0
254,Jai Corp,120.70,3.47,7992130,120.70,0.00,1923,0
255,Jamna Auto,80.40,-0.12,751062,80.40,0.00,5212,0
256,JB Chemicals,1512.25,0.29,105702,0.00,1512.25,0,92
257,Jindal (Hisar),177.40,0.60,482155,177.40,0.00,428,0
258,Jindal Saw,111.80,-2.27,3726029,111.80,0.00,908,0
259,Jindal Stainles,92.20,-1.91,1883063,92.20,0.00,429,0
260,Jindal Steel,398.60,0.30,6761375,398.60,0.00,264,0
261,JK Bank,29.45,-0.34,3550090,29.45,0.00,58,0
262,JK Lakshmi Cem,541.35,-1.46,391253,541.35,0.00,23,0
263,JK Paper,159.35,-2.03,1534849,0.00,159.35,0,4829
264,JK Tyre & Ind,133.90,0.11,2695317,133.90,0.00,2000,0
265,JM Financial,92.50,5.71,6383712,92.50,0.00,293,0
266,Johnson Control,2220.55,-0.26,30299,2220.55,0.00,18,0
267,JSW Energy,135.10,-0.77,5751647,135.10,0.00,115919,0
268,JSW Steel,721.20,0.99,9653847,0.00,721.20,0,10648
269,Jubilant Food,3174.50,-0.07,748461,3174.50,0.00,372,0
270,Jubilant Pharmo,836.50,-0.78,388083,0.00,836.50,0,38084
271,Just Dial,952.75,2.39,3271525,952.75,0.00,11793,0
272,Jyothy Labs,159.25,1.37,1839727,159.25,0.00,1562,0
273,Kajaria Ceramic,989.55,-0.84,339620,0.00,989.55,0,753
274,Kalpataru Power,438.25,1.95,456525,0.00,438.25,0,892
275,Kansai Nerolac,579.65,0.77,118010,579.65,0.00,82,0
276,Karnataka Bank,65.20,2.52,4200667,0.00,65.20,0,8094
277,Karur Vysya,55.30,-0.81,1531119,55.30,0.00,1248,0
278,Kaveri Seed,709.20,0.19,143426,0.00,709.20,0,3
279,KEC Intl,405.70,-0.09,153843,0.00,405.70,0,106
280,KEI Industries,706.60,6.37,825988,706.60,0.00,3410,0
281,KNR Construct,229.05,2.37,796442,0.00,229.05,0,2123
282,Kolte-Patil,227.65,1.04,307004,227.65,0.00,1646,0
283,Kotak Mahindra,1811.20,-0.17,1508706,1811.20,0.00,768,0
284,KPIT Tech,239.40,-0.15,1088890,239.40,0.00,6388,0
285,KPR Mill,1536.15,-0.68,28206,0.00,0.00,0,0
286,KRBL,227.30,-0.53,924813,227.30,0.00,1686,0
287,KSB Pumps,1017.55,0.28,40716,0.00,1017.55,0,4
288,L&T Finance,97.50,4.39,33716071,97.50,0.00,931,0
289,L&T Infotech,3856.60,0.50,170587,3856.60,0.00,22,0
290,L&T Technology,2720.90,0.71,432106,2720.90,0.00,503,0
291,La Opala RG,283.10,0.19,670521,0.00,283.10,0,32
292,Lakshmi Machine,6809.00,3.56,9573,6809.00,0.00,5,0
293,Larsen,1537.55,1.77,5677538,1537.55,0.00,348,0
294,Laurus Labs,546.70,1.74,1989571,546.70,0.00,46980,0
295,Lemon Tree Hote,44.45,3.49,10317930,0.00,44.45,0,32798
296,LIC Housing Fin,530.20,6.12,23367435,0.00,530.20,0,8734
297,Linde India,1607.10,-0.02,72231,1607.10,0.00,28,0
298,Lupin,1231.50,-0.07,1507257,0.00,1231.50,0,544
299,Lux Industries,3251.50,0.06,140273,3251.50,0.00,311,0
300,M&M,804.60,0.32,5084092,804.60,0.00,84,0
301,M&M Financial,168.15,3.25,20284196,168.15,0.00,4805,0
302,Mah Scooters,3878.10,2.09,13105,3878.10,0.00,40,0
303,Mah Seamless,286.65,-0.81,108076,0.00,0.00,0,0
304,Mahanagar Gas,1182.10,-0.44,353619,0.00,1182.10,0,225
305,Mahindra CIE,226.40,8.48,2072563,226.40,0.00,5027,0
306,Mahindra Holida,261.15,1.28,1643210,261.15,0.00,822,0
307,Mahindra Logist,551.90,1.39,476839,551.90,0.00,47,0
308,Manappuram Fin,162.45,-1.25,6487583,162.45,0.00,727,0
309,Marico,486.90,-1.92,2176435,486.90,0.00,453,0
310,Maruti Suzuki,7214.70,0.07,575591,0.00,7214.70,0,88
311,MAS Financial S,918.15,0.56,34036,0.00,918.15,0,94
312,Max Financial,958.00,-0.11,1398765,0.00,958.00,0,1208
313,MCX India,1575.25,0.99,146671,0.00,1575.25,0,100
314,Metropolis,2527.60,3.05,822022,2527.60,0.00,971,0
315,Minda Corp,133.00,-2.17,1078865,0.00,133.00,0,233
316,Minda Ind,589.00,-0.14,184345,0.00,589.00,0,1911
317,Mindtree,2369.95,-0.05,533219,0.00,2369.95,0,82
318,Mishra Dhatu Ni,192.45,-0.85,324477,192.45,0.00,834,0
319,MMTC Ltd,58.90,2.43,15433607,0.00,58.90,0,94539
320,MOIL,183.30,0.19,1472407,183.30,0.00,1,0
321,Motherson Sumi,252.05,0.60,30126712,0.00,252.05,0,3478
322,Motilal Oswal,786.25,-0.98,267298,786.25,0.00,414,0
323,MphasiS,1909.45,-0.53,325694,0.00,1909.45,0,213
324,MRF,84918.70,0.53,11134,0.00,0.00,0,0
325,MRPL,51.15,-0.29,2634235,51.15,0.00,2584,0
326,Muthoot Finance,1509.35,-0.16,5359959,1509.35,0.00,84,0
327,NALCO,72.75,-0.41,20694407,0.00,72.75,0,116
328,Narayana Hruda,494.80,1.42,856286,494.80,0.00,18,0
329,Natco Pharma,1040.40,-0.44,237920,1040.40,0.00,346,0
330,Nava Bharat Ven,91.35,1.95,854783,91.35,0.00,769,0
331,Navin Fluorine,3185.70,0.55,100379,3185.70,0.00,17,0
332,NBCC (India),48.35,0.73,10001661,0.00,48.35,0,8290
333,NCC,81.25,-0.43,3382359,81.25,0.00,267,0
334,NESCO,548.05,-0.28,51027,548.05,0.00,3,0
335,Nestle,17426.80,-2.09,201822,17426.80,0.00,50,0
336,New India Assur,174.20,2.80,2817227,174.20,0.00,2064,0
337,NFL,68.25,0.15,1144706,0.00,68.25,0,639
338,NHPC,26.10,0.58,6404328,0.00,26.10,0,32187
339,Nilkamal,2345.20,-5.68,208304,0.00,2345.20,0,284
340,Nippon,369.65,0.45,539384,369.65,0.00,1014,0
341,NLC India,63.85,5.19,25772229,63.85,0.00,23504,0
342,NMDC,193.30,4.15,20663361,0.00,0.00,0,0
343,NTPC,111.75,-0.04,8930671,0.00,111.75,0,812
344,Oberoi Realty,654.35,-1.07,1621750,0.00,654.35,0,981
345,Oil India,141.35,1.18,1579219,0.00,141.35,0,3190
346,Omaxe,81.85,-1.86,65736,0.00,81.85,0,174
347,ONGC,125.45,2.41,72354379,0.00,125.45,0,43213
348,Oracle Fin Serv,3514.95,-0.51,36178,0.00,3514.95,0,17
349,Orient Cement,141.75,3.28,1151010,141.75,0.00,2602,0
350,Orient Electric,309.40,2.76,942324,309.40,0.00,299,0
351,Orient Refract,315.30,1.55,108027,0.00,315.30,0,255
352,P and G,12847.30,0.38,21988,12847.30,0.00,50,0
353,Page Industries,31043.70,1.88,47283,0.00,31043.70,0,21
354,Persistent,2462.30,2.06,115343,2462.30,0.00,319,0
355,Petronet LNG,244.95,-0.83,3891421,0.00,244.95,0,841
356,Pfizer,5189.20,-0.14,34033,0.00,5189.20,0,2
357,Phillips Carbon,224.40,-0.75,874990,224.40,0.00,3242,0
358,Phoenix Mills,876.15,1.67,418968,876.15,0.00,52,0
359,PI Industries,2710.10,1.26,189368,0.00,0.00,0,0
360,Pidilite Ind,2079.40,-0.05,297659,0.00,2079.40,0,258
361,Piramal Enter,1928.10,4.72,2050140,0.00,0.00,0,0
362,PNB,43.10,-1.37,142152047,43.10,0.00,75409,0
363,PNB Housing Fin,839.45,10.00,1069940,839.45,0.00,168503,0
364,PNC Infratech,262.30,1.31,813219,0.00,0.00,0,0
365,Poly Medicure,1000.85,-0.85,61851,0.00,0.00,0,0
366,Polycab,1709.45,1.82,563053,1709.45,0.00,5,0
367,Power Finance,122.20,1.20,6991327,0.00,122.20,0,9881
368,Power Grid Corp,226.15,-0.07,3455150,226.15,0.00,91,0
369,Praj Industries,375.15,2.77,5586917,375.15,0.00,378020,0
370,Prestige Estate,289.25,0.52,768689,0.00,289.25,0,3584
371,Prism Johnson,136.50,-0.29,298024,136.50,0.00,14,0
372,Procter&Gamble,5800.45,-0.64,19719,0.00,0.00,0,0
373,PTC India,91.30,-0.60,539127,91.30,0.00,3720,0
374,PVR,1385.75,2.34,1223117,0.00,1385.75,0,312
375,Quess Corp,700.35,-2.19,418577,700.35,0.00,1355,0
376,Radico Khaitan,648.55,0.49,1211406,648.55,0.00,1028,0
377,Rail Vikas,30.65,2.85,13357394,30.65,0.00,23448,0
378,Rain Industries,177.80,-1.71,2119495,177.80,0.00,10,0
379,Rajesh Exports,538.40,2.70,345164,538.40,0.00,629,0
380,Rallis India,317.85,-0.33,859404,0.00,317.85,0,3589
381,Ramco Cements,987.20,0.14,735343,987.20,0.00,119,0
382,Rashtriya Chem,82.45,0.24,2130899,0.00,82.45,0,21
383,Ratnamani Metal,2009.05,0.26,87648,0.00,2009.05,0,1045
384,Raymond,396.50,0.18,1004649,396.50,0.00,3052,0
385,RBL Bank,214.75,-1.87,20338093,214.75,0.00,4821,0
386,REC,150.65,1.69,4789846,150.65,0.00,2766,0
387,Redington,251.00,4.19,2511770,0.00,251.00,0,13458
388,Relaxo Footwear,1076.10,-0.36,161145,1076.10,0.00,288,0
389,Reliance,2190.50,-0.87,6677278,0.00,2190.50,0,12386
390,Repco Home,371.45,-0.63,307309,371.45,0.00,401,0
391,RITES,249.40,0.56,222684,0.00,249.40,0,16
392,Sadbhav Engg,70.20,0.79,365023,0.00,70.20,0,641
393,SAIL,122.90,0.45,30162901,122.90,0.00,4168,0
394,Sanofi India,7758.60,-0.08,5119,7758.60,0.00,1,0
395,SBI,433.60,-1.38,36898769,433.60,0.00,12206,0
396,SBI Life Insura,989.15,0.23,996919,0.00,989.15,0,111
397,Schaeffler Ind,5203.85,-0.22,10834,0.00,5203.85,0,39
398,Schneider Infra,123.20,0.00,629040,123.20,0.00,1007,0
399,Sequent Scienti,260.05,-1.46,552629,0.00,260.05,0,2903
400,Sheela Foam,2151.80,5.54,593848,0.00,2151.80,0,2215
401,Shipping Corp,115.65,0.00,1830739,115.65,0.00,3257,0
402,Shoppers Stop,237.55,-0.69,377631,237.55,0.00,170,0
403,Shree Cements,28153.65,-0.69,26867,28153.65,0.00,4,0
404,Shree Renuka,16.35,4.81,1492934,16.35,0.00,2617142,0
405,Shriram City,1669.05,0.20,20274,1669.05,0.00,5,0
