,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"06 Apr, 2021",Acquisition -  Off Market,Maya Devi,Promoters Immediate Relative,Qty 2711538,Price 0,% Traded 2.27,Post Tnx Hold. 2.27%
1,"02 Apr, 2021",Acquisition -  Market Purchase,Mr. Sreekanth Muttineni,Designated Person,Qty 500,Price 2627.96,% Traded 0.00,Post Tnx Hold. 0%
2,"26 Mar, 2021",Disposal -  Market Sale,Mr. Deepak Kumar Singh,Designated Person,Qty 10000,Price 2619.7,% Traded 0.01,Post Tnx Hold. 2.46%
3,"07 Dec, 2020",Disposal -  Market Sale,Mr. Deepak Kumar Singh,Designated Person,Qty 6561,Price 2815.79,% Traded 0.01,Post Tnx Hold. 2.47%
4,"03 Dec, 2020",Disposal -  Market Sale,Mr. Deepak Kumar Singh,Designated Person,Qty 3439,Price 2800.54,% Traded 0.00,Post Tnx Hold. 2.48%
5,"13 Nov, 2020",Disposal -  Market Sale,Mr. Deepak Kumar Singh,Designated Person,Qty 5823,Price 2656.35,% Traded 0.00,Post Tnx Hold. 2.48%
6,"02 May, 2019",Disposal -  Market,Prasid Uno Family Trust,Other,Qty 3432540,Price 0,% Traded 2.87,Post Tnx Hold. 3.43%
7,"24 Jan, 2018",Disposal -  Transmission,"Basudeo N Singh,Dhananjay Kumar Singh & Mritunjay Kumar Singh",Promoter,Qty 3459150,Price 0,% Traded 2.89,Post Tnx Hold. 0%
8,"16 Aug, 2017",Disposal -  Inter-se Transfer,Krishna Singh,Other,Qty 1112720,Price 0,% Traded 0.93,Post Tnx Hold. 0%
9,"16 Aug, 2017",Disposal -  Inter-se Transfer,Prabhat Narain Singh,Other,Qty 3729960,Price 0,% Traded 3.12,Post Tnx Hold. 0%
10,"16 Aug, 2017",Acquisition -  Inter-se Transfer,Prasid Uno Family Trust,Other,Qty 7070360,Price 0,% Traded 5.91,Post Tnx Hold. 5.91%
11,"16 Aug, 2017",Disposal -  Inter Se Transfer Of Warrants,Tushar Kumar,Other,Qty 2227680,Price 0,% Traded 1.87,Post Tnx Hold. 0%
