,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"10 Mar, 2021",Acquisition -  Market Purchase,DEVAJYOTI NIRMAL BHATTACHARYA,Director,Qty 1875,Price 264.04,% Traded 0.00,Post Tnx Hold. 0%
1,"10 Mar, 2021",Acquisition -  Market Purchase,DEVAJYOTI NIRMAL BHATTACHARYA,Director,Qty 2372,Price 266.12,% Traded 0.00,Post Tnx Hold. 0.01%
2,"10 Mar, 2021",Acquisition -  Market Purchase,DEVAJYOTI NIRMAL BHATTACHARYA,Director,Qty 371,Price 268,% Traded 0.00,Post Tnx Hold. 0.01%
3,"10 Mar, 2021",Acquisition -  Market Purchase,DEVAJYOTI NIRMAL BHATTACHARYA,Director,Qty 37,Price 268,% Traded 0.00,Post Tnx Hold. 0.01%
4,"12 Jun, 2020",Acquisition -  Market Purchase,RAHUL KUMAR SHAW,Designated Person,Qty 10000,Price 200,% Traded 0.02,Post Tnx Hold. 0.06%
5,"21 May, 2020",Acquisition -  Market Purchase,AROON PURIE,Promoter & Director,Qty 184000,Price 173.94,% Traded 0.31,Post Tnx Hold. 1.54%
6,"21 May, 2020",Acquisition -  Market,Aroon Purie,Promoter,Qty 184000,Price 0,% Traded 0.31,Post Tnx Hold. 1.54%
7,"20 May, 2020",Acquisition -  Market Purchase,Aroon Purie,Promoter,Qty 115227,Price 0,% Traded 0.19,Post Tnx Hold. 1.24%
8,"23 Oct, 2019",Disposal -  Market Sale,SBI Mutual Fund,,Qty 280972,Price 0,% Traded 0.47,Post Tnx Hold. 2.72%
9,"13 Sep, 2019",Acquisition -  Market,HDFC Mutual Fund,Other,Qty 1252890,Price 0,% Traded 2.10,Post Tnx Hold. 9.24%
10,"25 Jun, 2019",Acquisition -  Market,HDFC Mutual Fund,Other,Qty 1278347,Price 0,% Traded 2.14,Post Tnx Hold. 7.14%
11,"04 Sep, 2018",Acquisition -  Market,HDFC Retirement Savings Fund - Equity Plan & HDFC Small Cap Fund,Other,Qty 156000,Price 0,% Traded 0.26,Post Tnx Hold. 5%
