,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"18 Mar, 2021",Disposal -  Market Sale,ANIL JHUNJHUNWALA,Designated Person,Qty 650,Price 1891.63,% Traded 0.00,Post Tnx Hold. 0.01%
1,"23 Feb, 2021",Disposal -  Market Sale,SHAH ABHAY KANTILAL,Designated Person,Qty 900,Price 1774.83,% Traded 0.00,Post Tnx Hold. 0%
2,"18 Feb, 2021",Disposal -  Market Sale,SHAH ABHAY KANTILAL,Designated Person,Qty 900,Price 1687.89,% Traded 0.00,Post Tnx Hold. 0%
3,"12 Feb, 2021",Disposal -  Market Sale,SHAH ABHAY KANTILAL,Designated Person,Qty 913,Price 1653.42,% Traded 0.00,Post Tnx Hold. 0%
4,"30 Nov, 2020",Disposal -  Gift,JIGNESH NALINBHAI PAREKH,Designated Person,Qty 900,Price 1700,% Traded 0.00,Post Tnx Hold. 0%
5,"30 Nov, 2020",Disposal -  Market Sale,NEETU JIGNESH PAREKH,Immediate Relative,Qty 700,Price 1546.45,% Traded 0.00,Post Tnx Hold. 0%
6,"13 Jan, 2020",Acquisition -  Market,L&T Mutual Fund,Other,Qty 100000,Price 0,% Traded 0.21,Post Tnx Hold. 5.19%
7,"02 Aug, 2017",Acquisition -  Transmission,Prakash M Sanghvi,Promoter,Qty 1759695,Price 0,% Traded 3.77,Post Tnx Hold. 15.38%
