,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"12 Jan, 2021",Disposal -  Buy Back,"President of India acting through Ministry of Steel, Government of India",Promoter,Qty 131169702,Price 105,% Traded 4.28,Post Tnx Hold. 68.29%
1,"11 Feb, 2020",Disposal -  Off Market,President of India,Promoter,Qty 80582119,Price 114.72,% Traded 2.63,Post Tnx Hold. 69.65%
2,"11 Mar, 2019",Disposal -  Buy Back,President of India acting through Ministry of Steel Government of India,Promoter,Qty 78535839,Price 98,% Traded 2.48,Post Tnx Hold. 72.28%
3,"12 Jan, 2018",Disposal -  Offer For Sale,President of India acting through the Ministry of Steel Government of Inida,Promoter,Qty 15910928,Price 153.65,% Traded 0.50,Post Tnx Hold. 72.42%
4,"11 Jan, 2018",Disposal -  Offer For Sale,President of India acting through the Ministry of Steel Government of Inida,Promoter,Qty 63643713,Price 153.99,% Traded 2.01,Post Tnx Hold. 72.93%
5,"10 Oct, 2016",Disposal -  Buy-back Offer,President of India acting through the Ministry of Steel Government of Inida,Promoter,Qty 800820108,Price 94,% Traded 25.31,Post Tnx Hold. 74.94%
6,"11 Jan, 2021",Disposal -  Buy-back Offer,"President of India, acting through Ministry of Steel, Government of India",Promoter,Qty 131169702,Price 0,% Traded 4.28,Post Tnx Hold. 68.29%
7,"11 Feb, 2020",Disposal -  Off Market,"The President of India,acting through the Ministry of Steel,Government of India",Promoter,Qty 80582119,Price 0,% Traded 2.63,Post Tnx Hold. 69.65%
8,"11 Jan, 2018",Disposal -  Offer For Sale,"The President of India,acting through and represented by the Ministry of Steel,Government of India",Promoter,Qty 79554641,Price 0,% Traded 2.52,Post Tnx Hold. 72.42%
9,"10 Oct, 2016",Disposal -  Buy-back Offer,"Ministry of Steel,Government of India",Promoter,Qty 800820108,Price 0,% Traded 20.19,Post Tnx Hold. 74.94%
10,"11 Apr, 2015",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 79839172,Price 0,% Traded 2.01,Post Tnx Hold. 10.12%
11,"22 Sep, 2014",Acquisition -  Market,Life Insurance Corporation of India,Other,Qty 79490482,Price 0,% Traded 2.00,Post Tnx Hold. 8.11%
