,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"08 Jan, 2019",Disposal -  Buy Back,PRESIDENT OF INDIA ACTING THROUGH & REPRESENTED BY MINISTRY OF HEAVY INDUSTRIES & PUBLIC ENTERPRISES GOVERNMENT OF INDIA,Promoter,Qty 115527598,Price 86,% Traded 3.15,Post Tnx Hold. 63.17%
1,"24 Jun, 2019",Disposal -  Market,Life Insurance Corporation of India,Other,Qty 69674875,Price 0,% Traded 2.00,Post Tnx Hold. 11.7%
2,"09 Apr, 2019",Disposal -  Market,Life Insurance Corporation of India,Other,Qty 73371941,Price 0,% Traded 2.10,Post Tnx Hold. 13.7%
3,"04 Mar, 2014",Disposal -  Market,President of India,Promoter,Qty 114100000,Price 0,% Traded 4.66,Post Tnx Hold. 63.06%
