,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"10 Jan, 2018",Disposal -  Market,Prabir Chatterjee Revised,Director,Qty 6330,Price 1449.65,% Traded 0.02,Post Tnx Hold. 0.04%
1,"09 Jan, 2018",Disposal -  Market,Goutam Ray Chowdhury,KMP,Qty 2272,Price 1428.04,% Traded 0.01,Post Tnx Hold. 0.04%
2,"17 Dec, 2019",Acquisition -  Market,Jwalamukhi Investment Holdings,Other,Qty 1770451,Price 0,% Traded 4.36,Post Tnx Hold. 7.25%
