,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"06 Dec, 2019",Acquisition -  Allotment,GOVERNMNET OF INDIA,Promoter,Qty 276988576,Price 237.23,% Traded 36.77,Post Tnx Hold. 78.52%
1,"31 Mar, 2018",Acquisition -  Pref. Allotment,President of India,Promoter,Qty 135954616,Price 357.84,% Traded 18.54,Post Tnx Hold. 72.55%
2,"04 Apr, 2017",Acquisition -  Rights Issue,Government of India,Promoter,Qty 35999105,Price 207,% Traded 4.91,Post Tnx Hold. 66.3%
3,"01 Oct, 2015",Acquisition -  Pref. Allotment,President of India,Promoter,Qty 27794083,Price 0,% Traded 3.79,Post Tnx Hold. 66.3%
4,"17 Dec, 2020",Acquisition -  Market,Life Insurance Corporatio of India,Other,Qty 62879725,Price 0,% Traded 3.81,Post Tnx Hold. 8.35%
5,"14 Dec, 2020", Qualified Institutional Placement (qip),President of India,Promoter,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 69.33%
6,"03 Apr, 2020",Acquisition -  Allotment,President of India (Government of India),Promoter,Qty 332776327,Price 0,% Traded 0.03,Post Tnx Hold. 78.55%
7,"05 Dec, 2019",Acquisition -  Pref. Allotment,President of India (Government of India),Promoter,Qty 276988576,Price 0,% Traded 7.90,Post Tnx Hold. 78.52%
8,"28 Mar, 2018",Acquisition -  Pref. Allotment,President of India (Government of India),Promoter,Qty 135954616,Price 0,% Traded 6.25,Post Tnx Hold. 72.55%
9,"04 Apr, 2017",Acquisition -  Rights Issue,Government of India  (President of India),Promoter,Qty 35999105,Price 0,% Traded 0.00,Post Tnx Hold. 0%
