,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"04 Jun, 2021",Disposal -  Market Sale,Rahul Johri,Designated Person,Qty 10000,Price 212.25,% Traded 0.00,Post Tnx Hold. 0%
1,"19 Feb, 2021", Invocation Of Pledged,Essel Corporate LLP,Promoter,Qty 290000,Price 211.7,% Traded 0.03,Post Tnx Hold. 0.02%
2,"21 Aug, 2020",Acquisition -  Market Purchase,Manish Chokhani,Director,Qty 100000,Price 200,% Traded 0.01,Post Tnx Hold. 0.02%
3,"30 Jul, 2020", Invocation Of Pledged,Essel Corporate LLP,Promoter,Qty 1035090,Price 145.4,% Traded 0.11,Post Tnx Hold. 0.05%
4,"21 Jul, 2020", Invocation Of Pledged,Cyquator Media Services Private Limited,Promoter,Qty 4347500,Price 157.4,% Traded 0.45,Post Tnx Hold. 0.2%
5,"20 Jul, 2020", Invocation Of Pledged,Cyquator Media Services Private Limited,Promoter,Qty 1831000,Price 160.25,% Traded 0.19,Post Tnx Hold. 0.65%
6,"29 May, 2021",Disposal -  Market,"BlackRock, Inc",,Qty 1881665,Price 0,% Traded 0.19,Post Tnx Hold. 3.2%
7,"09 Oct, 2020",Disposal -  Market,GIC Pvt Ltd on account of Government of Singapore & Monetor Authority of Singapore,Other,Qty 4183797,Price 0,% Traded 0.43,Post Tnx Hold. 3.73%
8,"24 Aug, 2020",Disposal -  Market,GIC Pvt Ltd on account of Government of Singapore (GOS) and the Monetary Authority of Singapore (MAS),,Qty 9330178,Price 0,% Traded 0.97,Post Tnx Hold. 5.93%
9,"21 Jul, 2020", Invocation,IDBI Trusteeship Services Ltd,Other,Qty 0,Price 0,% Traded 0.00,Post Tnx Hold. 0%
10,"07 Jul, 2020",Disposal -  Market,"Vontobel Asset Management, Inc.",Other,Qty 383248,Price 0,% Traded 0.04,Post Tnx Hold. 3.01%
11,"10 Jan, 2020",Disposal -  Market,Schroder Group as discretionary fund managers of funds/segregated mandates,Other,Qty 2102996,Price 0,% Traded 0.21,Post Tnx Hold. 3.2%
