,date,transc,name,dsgn,qty,price,traded_pc,pth
0,"14 Feb, 2019",Acquisition -  ESOP,Dr  Sridhar  Ganesan,Director,Qty 26750,Price 2,% Traded 0.04,Post Tnx Hold. 0.12%
1,"08 Jun, 2018",Acquisition -  Market,Meera Sridhar,Directors Immediate Relative,Qty 4000,Price 393.46,% Traded 0.01,Post Tnx Hold. 0%
2,"06 Jun, 2018",Acquisition -  Market,C C Paarthipan,Promoter,Qty 10427,Price 392.29,% Traded 0.01,Post Tnx Hold. 18.73%
3,"06 Jun, 2018",Acquisition -  Market,Dr Sridhar Ganesan,KMP,Qty 8000,Price 363,% Traded 0.01,Post Tnx Hold. 0.08%
4,"15 Feb, 2018",Acquisition -  ESOP,Sridhar Ganesan,KMP,Qty 26750,Price 2,% Traded 0.04,Post Tnx Hold. 0.07%
5,"07 Jul, 2017",Disposal -  Market,V Thirumalai,Director,Qty 500,Price 406,% Traded 0.00,Post Tnx Hold. 0.32%
6,"13 Feb, 2020",Disposal -  Market,Matthews India Fund,Other,Qty 333699,Price 0,% Traded 0.44,Post Tnx Hold. 2.71%
7,"14 Aug, 2018",Acquisition -  Market,Matthews India Fund,Other,Qty 92607,Price 0,% Traded 0.12,Post Tnx Hold. 5.04%
8,"06 Jun, 2018",Acquisition -  Market,C C Paarthipan,Promoter,Qty 10427,Price 0,% Traded 0.01,Post Tnx Hold. 69.05%
9,"18 Jun, 2016",Acquisition -  Off Market,May India Property Pvt Ltd,Promoter,Qty 192000,Price 0,% Traded 1.27,Post Tnx Hold. 2.8%
10,"19 Jun, 2015",Acquisition -  -,C C Paarthipan,Other,Qty 130068,Price 0,% Traded 0.86,Post Tnx Hold. 0%
11,"04 Mar, 2015",Acquisition -  -,C C Paarthipan,Other,Qty 1884473,Price 0,% Traded 12.48,Post Tnx Hold. 0%
