,date,recm,rec_price,trgt_price
0,"23 Feb, 2021",BUY,Reco Price 264.70,Target Price 349
1,"20 Feb, 2021",BUY,Reco Price 275.25,Target Price 308
2,"19 Feb, 2021",NEUTRAL,Reco Price 275.25,Target Price 275
