,date,recm,rec_price,trgt_price
0,"22 Feb, 2021",BUY,Reco Price 3113.55,Target Price 3380
1,"22 Feb, 2021",ACCUMULATE,Reco Price 3113.55,Target Price 3261
2,"22 Feb, 2021",REDUCE,Reco Price 3113.55,Target Price 2500
3,"03 Feb, 2021",BUY,Reco Price 2644.30,Target Price 3145
4,"03 Feb, 2021",ACCUMULATE,Reco Price 2644.30,Target Price 2941
5,"03 Feb, 2021",BUY,Reco Price 2644.30,Target Price 2981
