,date,recm,rec_price,trgt_price
0,"01 Mar, 2021",HOLD,Reco Price 1684.75,Target Price 1739
1,"01 Mar, 2021",ACCUMULATE,Reco Price 1684.75,Target Price 1868
2,"30 Jan, 2021",BUY,Reco Price 1669.35,Target Price 1920
3,"29 Jan, 2021",BUY,Reco Price 1669.35,Target Price 1915
