,date,recm,rec_price,trgt_price
0,"25 Mar, 2021",BUY,Reco Price 438.05,Target Price 500
1,"25 Jan, 2021",BUY,Reco Price 382.35,Target Price 432
2,"24 Jan, 2021",REDUCE,Reco Price 375.60,Target Price 335
3,"24 Jan, 2021",BUY,Reco Price 375.60,Target Price 435
4,"22 Jan, 2021",BUY,Reco Price 375.60,Target Price 432
