,date,recm,rec_price,trgt_price
0,"18 Feb, 2021",BUY,Reco Price 139.95,Target Price 155
1,"16 Feb, 2021",HOLD,Reco Price 133.75,Target Price 140
2,"12 Feb, 2021",BUY,Reco Price 133.85,Target Price 160
