,date,recm,rec_price,trgt_price
0,"04 Feb, 2021",BUY,Reco Price 2249.70,Target Price 2845
1,"03 Feb, 2021",BUY,Reco Price 2251.40,Target Price 2740
2,"03 Feb, 2021",ACCUMULATE,Reco Price 2251.40,Target Price 2406
