,date,recm,rec_price,trgt_price
0,"30 Mar, 2021",BUY,Reco Price 270.25,Target Price 329
1,"11 Feb, 2021",BUY,Reco Price 257.35,Target Price 300
2,"11 Feb, 2021",ACCUMULATE,Reco Price 257.35,Target Price 284
