,date,recm,rec_price,trgt_price
0,"31 Mar, 2021",BUY,Reco Price 67.85,Target Price 460
1,"10 Feb, 2021",HOLD,Reco Price 60.80,Target Price 68
2,"05 Feb, 2021",BUY,Reco Price 59.55,Target Price 410
3,"05 Feb, 2021",BUY,Reco Price 59.55,Target Price 455
4,"04 Feb, 2021",BUY,Reco Price 57.40,Target Price 460
5,"04 Feb, 2021",BUY,Reco Price 57.40,Target Price 445
