,date,recm,rec_price,trgt_price
0,"02 Mar, 2021",BUY,Reco Price 101.00,Target Price 125
1,"10 Feb, 2021",BUY,Reco Price 98.35,Target Price 121
2,"10 Feb, 2021",BUY,Reco Price 98.35,Target Price 150
