,date,recm,rec_price,trgt_price
0,"22 Mar, 2021",BUY,Reco Price 573.40,Target Price 770
1,"16 Feb, 2021",BUY,Reco Price 658.50,Target Price 770
2,"01 Feb, 2021",BUY,Reco Price 603.95,Target Price 647
3,"31 Jan, 2021",BUY,Reco Price 537.00,Target Price 630
4,"30 Jan, 2021",BUY,Reco Price 537.00,Target Price 700
5,"30 Jan, 2021",BUY,Reco Price 537.00,Target Price 640
