,date,recm,rec_price,trgt_price
0,"02 Feb, 2021",BUY,Reco Price 836.95,Target Price 1005
1,"31 Jan, 2021",BUY,Reco Price 823.45,Target Price 950
2,"28 Jan, 2021",ACCUMULATE,Reco Price 837.15,Target Price 888
3,"31 Dec, 2020",BUY,Reco Price 811.20,Target Price 930
