,date,recm,rec_price,trgt_price
0,"01 May, 2021",BUY,Reco Price 1378.25,Target Price 1620
1,"07 Feb, 2021",BUY,Reco Price 921.95,Target Price 1200
2,"17 Dec, 2020",BUY,Reco Price 914.45,Target Price 1100
3,"10 Dec, 2020",BUY,Reco Price 833.30,Target Price 980
