,date,recm,rec_price,trgt_price
0,"17 Mar, 2021",-,Reco Price 8202.55,Target Price 9600
1,"24 Feb, 2021",BUY,Reco Price 8156.30,Target Price 9820
2,"23 Feb, 2021",BUY,Reco Price 7972.50,Target Price 9249
