,date,recm,rec_price,trgt_price
0,"31 Jan, 2021",BUY,Reco Price 6373.80,Target Price 7500
1,"29 Jan, 2021",BUY,Reco Price 6373.80,Target Price 7540
2,"29 Jan, 2021",ACCUMULATE,Reco Price 6373.80,Target Price 7028
