,date,recm,rec_price,trgt_price
0,"01 Feb, 2021",HOLD,Reco Price 240.10,Target Price 245
1,"31 Jan, 2021",ACCUMULATE,Reco Price 231.70,Target Price 268
2,"30 Jan, 2021",NEUTRAL,Reco Price 231.70,Target Price 245
