,date,recm,rec_price,trgt_price
0,"18 Feb, 2021",BUY,Reco Price 1459.50,Target Price 1750
1,"04 Feb, 2021",BUY,Reco Price 1244.05,Target Price 1550
2,"08 Jan, 2021",BUY,Reco Price 1315.55,Target Price 1550
