,date,recm,rec_price,trgt_price
0,"08 Mar, 2021",BUY,Reco Price 997.05,Target Price 1200
1,"22 Jan, 2021",BUY,Reco Price 834.15,Target Price 950
2,"21 Jan, 2021",BUY,Reco Price 795.20,Target Price 925
3,"21 Jan, 2021",BUY,Reco Price 795.20,Target Price 950
