,date,recm,rec_price,trgt_price
0,"29 Apr, 2021",HOLD,Reco Price 342.30,Target Price 360
1,"05 Mar, 2021",BUY,Reco Price 352.65,Target Price 418
2,"27 Jan, 2021",BUY,Reco Price 317.40,Target Price 350
