,date,recm,rec_price,trgt_price
0,"25 Mar, 2021",BUY,Reco Price 679.90,Target Price 850
1,"08 Feb, 2021",BUY,Reco Price 736.30,Target Price 850
2,"18 Dec, 2020",BUY,Reco Price 719.75,Target Price 850
