,date,recm,rec_price,trgt_price
0,"30 Apr, 2021",HOLD,Reco Price 11039.50,Target Price 11500
1,"22 Jan, 2021",BUY,Reco Price 9073.70,Target Price 10500
2,"21 Jan, 2021",BUY,Reco Price 9048.50,Target Price 10860
3,"04 Dec, 2020",BUY,Reco Price 9048.75,Target Price 10500
