,date,recm,rec_price,trgt_price
0,"15 Mar, 2021",BUY,Reco Price 401.15,Target Price 500
1,"25 Jan, 2021",BUY,Reco Price 411.75,Target Price 447
2,"23 Dec, 2020",BUY,Reco Price 352.25,Target Price 440
