,date,recm,rec_price,trgt_price
0,"28 Jan, 2021",BUY,Reco Price 593.95,Target Price 725
1,"28 Jan, 2021",BUY,Reco Price 593.95,Target Price 710
2,"28 Jan, 2021",ACCUMULATE,Reco Price 593.95,Target Price 631
