,date,recm,rec_price,trgt_price
0,"02 Mar, 2021",BUY,Reco Price 206.10,Target Price 225
1,"01 Mar, 2021",BUY,Reco Price 192.70,Target Price 255
2,"08 Feb, 2021",BUY,Reco Price 164.60,Target Price 200
3,"28 Jan, 2021",BUY,Reco Price 152.50,Target Price 200
4,"29 Dec, 2020",BUY,Reco Price 165.00,Target Price 191
