,date,recm,rec_price,trgt_price
0,"10 Mar, 2021",BUY,Reco Price 6767.15,Target Price 8000
1,"19 Feb, 2021",BUY,Reco Price 6207.40,Target Price 7200
2,"25 Jan, 2021",BUY,Reco Price 5363.25,Target Price 6100
3,"25 Jan, 2021",BUY,Reco Price 5363.25,Target Price 6300
4,"25 Jan, 2021",BUY,Reco Price 5363.25,Target Price 6720
5,"24 Jan, 2021",BUY,Reco Price 5531.15,Target Price 6650
