,date,recm,rec_price,trgt_price
0,"04 May, 2021",BUY,Reco Price 109.00,Target Price 150
1,"05 Feb, 2021",BUY,Reco Price 119.35,Target Price 150
2,"04 Feb, 2021",BUY,Reco Price 120.00,Target Price 144
3,"03 Feb, 2021",BUY,Reco Price 122.85,Target Price 155
