,date,recm,rec_price,trgt_price
0,"22 Jan, 2021",HOLD,Reco Price 314.20,Target Price 370
1,"22 Jan, 2021",BUY,Reco Price 314.20,Target Price 406
2,"21 Jan, 2021",NEUTRAL,Reco Price 341.05,Target Price 370
3,"06 Jan, 2021",BUY,Reco Price 396.15,Target Price 425
