,date,recm,rec_price,trgt_price
0,"23 Mar, 2021",BUY,Reco Price 72.25,Target Price 104
1,"01 Feb, 2021",ACCUMULATE,Reco Price 63.60,Target Price 66
2,"31 Jan, 2021",BUY,Reco Price 57.60,Target Price 81
