,date,recm,rec_price,trgt_price
0,"29 Apr, 2021",BUY,Reco Price 1196.30,Target Price 1450
1,"29 Jan, 2021",BUY,Reco Price 1298.85,Target Price 1490
2,"29 Jan, 2021",ACCUMULATE,Reco Price 1298.85,Target Price 1476
