,date,recm,rec_price,trgt_price
0,"04 May, 2021",BUY,Reco Price 351.60,Target Price 1100
1,"31 Mar, 2021",BUY,Reco Price 364.35,Target Price 460
2,"17 Mar, 2021",BUY,Reco Price 368.05,Target Price 1200
3,"01 Mar, 2021",NEUTRAL,Reco Price 395.00,Target Price 1200
4,"05 Feb, 2021",BUY,Reco Price 393.05,Target Price 410
5,"05 Feb, 2021",BUY,Reco Price 393.05,Target Price 455
