,date,recm,rec_price,trgt_price
0,"31 Jan, 2021",BUY,Reco Price 1158.65,Target Price 1340
1,"30 Jan, 2021",BUY,Reco Price 1158.65,Target Price 1400
2,"29 Jan, 2021",BUY,Reco Price 1158.65,Target Price 1547
3,"29 Jan, 2021",BUY,Reco Price 1158.65,Target Price 1335
4,"29 Jan, 2021",BUY,Reco Price 1158.65,Target Price 1314
