,date,recm,rec_price,trgt_price
0,"19 Feb, 2021",BUY,Reco Price 69.70,Target Price 95
1,"04 Feb, 2021",BUY,Reco Price 51.85,Target Price 68
2,"08 Jan, 2021",BUY,Reco Price 51.05,Target Price 68
