,date,recm,rec_price,trgt_price
0,"03 Mar, 2021",BUY,Reco Price 3424.50,Target Price 4030
1,"06 Feb, 2021",BUY,Reco Price 3428.30,Target Price 3890
2,"06 Feb, 2021",BUY,Reco Price 3428.30,Target Price 4000
3,"30 Dec, 2020",BUY,Reco Price 3101.00,Target Price 3496
