,date,recm,rec_price,trgt_price
0,"09 Feb, 2021",BUY,Reco Price 1186.00,Target Price 1479
1,"01 Dec, 2020",BUY,Reco Price 1153.45,Target Price 1364
2,"01 Dec, 2020",BUY,Reco Price 1153.45,Target Price 1364
