,date,recm,rec_price,trgt_price
0,"01 May, 2021",BUY,Reco Price 361.45,Target Price 2385
1,"24 Mar, 2021",BUY,Reco Price 402.85,Target Price 2200
2,"05 Feb, 2021",BUY,Reco Price 407.55,Target Price 1902
3,"01 Feb, 2021",BUY,Reco Price 396.65,Target Price 1727
4,"01 Feb, 2021",BUY,Reco Price 396.65,Target Price 1900
5,"30 Jan, 2021",BUY,Reco Price 401.10,Target Price 1800
