,date,recm,rec_price,trgt_price
0,"29 Jan, 2021",HOLD,Reco Price 68.05,Target Price 70
1,"28 Jan, 2021",HOLD,Reco Price 66.75,Target Price 75
2,"28 Jan, 2021",BUY,Reco Price 66.75,Target Price 82
3,"28 Jan, 2021",REDUCE,Reco Price 66.75,Target Price 70
4,"27 Jan, 2021",BUY,Reco Price 73.85,Target Price 85
