,date,recm,rec_price,trgt_price
0,"17 Mar, 2021",BUY,Reco Price 976.75,Target Price 1200
1,"01 Mar, 2021",NEUTRAL,Reco Price 1097.95,Target Price 1200
2,"08 Jan, 2021",ACCUMULATE,Reco Price 963.65,Target Price 1081
