,date,recm,rec_price,trgt_price
0,"12 Mar, 2021",BUY,Reco Price 1207.70,Target Price 1450
1,"12 Feb, 2021",BUY,Reco Price 1140.45,Target Price 1340
2,"10 Feb, 2021",BUY,Reco Price 1129.55,Target Price 1380
3,"10 Feb, 2021",ACCUMULATE,Reco Price 1129.55,Target Price 1251
4,"18 Nov, 2020",BUY,Reco Price 905.05,Target Price 1073
5,"17 Nov, 2020",BUY,Reco Price 869.75,Target Price 1380
