,date,recm,rec_price,trgt_price
0,"03 Mar, 2021",BUY,Reco Price 276.10,Target Price 400
1,"11 Feb, 2021",BUY,Reco Price 232.95,Target Price 300
2,"10 Feb, 2021",ACCUMULATE,Reco Price 226.60,Target Price 265
