,date,recm,rec_price,trgt_price
0,"05 May, 2021",BUY,Reco Price 130.10,Target Price 1055
1,"20 Jan, 2021",HOLD,Reco Price 102.05,Target Price 1055
2,"19 Jan, 2021",NEUTRAL,Reco Price 103.00,Target Price 1070
