,date,recm,rec_price,trgt_price
0,"19 Mar, 2021",BUY,Reco Price 625.65,Target Price 720
1,"08 Mar, 2021",NEUTRAL,Reco Price 629.65,Target Price 631
2,"31 Jan, 2021",NEUTRAL,Reco Price 560.15,Target Price 574
3,"30 Jan, 2021",ACCUMULATE,Reco Price 560.15,Target Price 601
4,"29 Jan, 2021",BUY,Reco Price 560.15,Target Price 632
5,"02 Jan, 2021",ACCUMULATE,Reco Price 469.25,Target Price 609
