,date,recm,rec_price,trgt_price
0,"22 Feb, 2021",BUY,Reco Price 412.15,Target Price 505
1,"01 Feb, 2021",BUY,Reco Price 367.85,Target Price 476
2,"29 Jan, 2021",BUY,Reco Price 359.30,Target Price 435
3,"29 Jan, 2021",ACCUMULATE,Reco Price 359.30,Target Price 402
4,"29 Jan, 2021",BUY,Reco Price 359.30,Target Price 450
5,"29 Jan, 2021",BUY,Reco Price 359.30,Target Price 440
