,date,recm,rec_price,trgt_price
0,"04 Feb, 2021",BUY,Reco Price 3217.31,"Target Price 19,578"
1,"02 Feb, 2021",BUY,Reco Price 3143.38,Target Price 18700
2,"02 Feb, 2021",ACCUMULATE,Reco Price 3143.38,"Target Price 17,500"
