,date,recm,rec_price,trgt_price
0,"12 Mar, 2021",BUY,Reco Price 517.35,Target Price 630
1,"18 Feb, 2021",BUY,Reco Price 478.85,Target Price 560
2,"09 Feb, 2021",BUY,Reco Price 461.50,Target Price 505
3,"08 Feb, 2021",BUY,Reco Price 435.10,Target Price 461
4,"06 Feb, 2021",BUY,Reco Price 379.75,Target Price 475
5,"06 Feb, 2021",BUY,Reco Price 379.75,Target Price 528
