,date,recm,rec_price,trgt_price
0,"05 May, 2021",BUY,Reco Price 956.00,Target Price 1055
1,"20 Jan, 2021",HOLD,Reco Price 979.75,Target Price 1055
2,"19 Jan, 2021",NEUTRAL,Reco Price 1029.90,Target Price 1070
