,date,recm,rec_price,trgt_price
0,"22 Feb, 2021",BUY,Reco Price 508.25,Target Price 611
1,"03 Feb, 2021",BUY,Reco Price 427.90,Target Price 540
2,"14 Jan, 2021",BUY,Reco Price 411.55,Target Price 500
