,date,recm,rec_price,trgt_price
0,"01 Apr, 2021",BUY,Reco Price 610.85,Target Price 700
1,"01 Feb, 2021",BUY,Reco Price 590.10,Target Price 672
2,"31 Jan, 2021",BUY,Reco Price 586.45,Target Price 675
3,"30 Jan, 2021",BUY,Reco Price 586.45,Target Price 740
4,"29 Jan, 2021",BUY,Reco Price 586.45,Target Price 700
5,"28 Jan, 2021",HOLD,Reco Price 564.40,Target Price 602
