,date,recm,rec_price,trgt_price
0,"20 Jan, 2021",BUY,Reco Price 289.40,Target Price 350
1,"19 Jan, 2021",ACCUMULATE,Reco Price 285.20,Target Price 321
2,"19 Jan, 2021",ACCUMULATE,Reco Price 285.20,Target Price 321
3,"04 Dec, 2020",HOLD,Reco Price 289.35,Target Price 275
4,"04 Dec, 2020",BUY,Reco Price 289.35,Target Price 320
