,date,recm,rec_price,trgt_price
0,"17 Apr, 2021",BUY,Reco Price 2067.60,Target Price 2390
1,"17 Mar, 2021",BUY,Reco Price 1999.55,Target Price 2170
2,"19 Jan, 2021",BUY,Reco Price 1680.30,Target Price 1940
3,"19 Jan, 2021",BUY,Reco Price 1680.30,Target Price 1970
4,"18 Jan, 2021",SELL,Reco Price 1660.60,Target Price 1560
5,"04 Dec, 2020",BUY,Reco Price 1436.95,Target Price 1625
