,date,recm,rec_price,trgt_price
0,"11 Apr, 2021",BUY,Reco Price 2085.10,Target Price 2480
1,"18 Mar, 2021",BUY,Reco Price 1865.15,Target Price 2560
2,"05 Feb, 2021",BUY,Reco Price 1936.10,Target Price 2490
