,date,recm,rec_price,trgt_price
0,"04 Feb, 2021",HOLD,Reco Price 130.60,Target Price 130
1,"03 Feb, 2021",BUY,Reco Price 128.95,Target Price 150
2,"03 Feb, 2021",BUY,Reco Price 128.95,Target Price 170
