,date,recm,rec_price,trgt_price
0,"30 Jan, 2021",BUY,Reco Price 1007.75,Target Price 1180
1,"29 Jan, 2021",BUY,Reco Price 1007.75,Target Price 1165
2,"29 Jan, 2021",BUY,Reco Price 1007.75,Target Price 1350
3,"29 Jan, 2021",BUY,Reco Price 1007.75,Target Price 1287
4,"25 Jan, 2021",BUY,Reco Price 1081.85,Target Price 1350
