,date,recm,rec_price,trgt_price
0,"02 Mar, 2021",BUY,Reco Price 1067.70,Target Price 1260
1,"16 Feb, 2021",BUY,Reco Price 1036.05,Target Price 1260
2,"15 Feb, 2021",BUY,Reco Price 1057.95,Target Price 1260
