,date,recm,rec_price,trgt_price
0,"11 Jan, 2021",HOLD,Reco Price 2979.75,Target Price 3130
1,"11 Jan, 2021",SELL,Reco Price 2979.75,Target Price 2160
2,"10 Jan, 2021",BUY,Reco Price 2967.55,Target Price 3296
3,"09 Jan, 2021",SELL,Reco Price 2967.55,Target Price 2668
